"row"
"(273131,LIC,Y,onsale,1396,""VERSAILLES RESTAURANT"",""17410 VENTURA BLVD"",5)"
"(274950,LIC,Y,offsale,2141,""LA BREA KOSHER MARKET"",""410 N LA BREA AVE"",5)"
"(277254,LIC,Y,onsale,2691,""SHANGHAI DIAMOND GARDEN RESTAURANT"",""9401 W PICO BLVD"",5)"
"(279973,LIC,Y,onsale,2655.1,""WESTWOOD THAI CAFE"",""1375 WESTWOOD BLVD"",5)"
"(280483,LIC,Y,onsale,2146,SWINGERS,""8020 BEVERLY BLVD"",5)"
"(282154,LIC,Y,onsale,2622,""MULLIGANS FAMILY FUN CENTER"",""1351 W SEPULVEDA BLVD"",5)"
"(282702,LIC,Y,onsale,2655.2,""RAMAYANI WESTWOOD"",""1777 WESTWOOD BLVD"",5)"
"(289718,LIC,Y,onsale,1395.04,""TAJ MAHAL RESTAURANT"",""17815 VENTURA BLVD"",5)"
"(293557,LIC,Y,onsale,1944.01,"""",""8344 MELROSE AVE"",5)"
"(298207,APP,Y,onsale,2652.02,""OHARAS RESTAURANT & BAR"",""1000 GAYLEY AVE"",5)"
"(300375,LIC,Y,onsale,2164.01,""FUS PALACE CHINESE RESTAURANT"",""8751-53 W PICO BLVD"",5)"
"(301927,LIC,Y,offsale,1392,""7 ELEVEN 2136 13864"",""17720 BURBANK BLVD"",5)"
"(303746,LIC,Y,onsale,2691,""MARTYS BISTRO"",""1150 S BEVERLY DR"",5)"
"(307915,LIC,Y,onsale,2652.02,""BJS CHICAGO PIZZERIA"",""939 BROXTON AVE"",5)"
"(308946,LIC,Y,onsale,2652.02,""JERRYS FAMOUS DELI"",""10923-25-31 WEYBURN AVE"",5)"
"(311159,LIC,Y,onsale,2678,ISLANDS,""10948 W PICO BLVD"",5)"
"(311270,LIC,Y,onsale,1920.01,""FRANKIES ON MELROSE"",""7228 MELROSE AVE"",5)"
"(311274,LIC,Y,onsale,2623.01,""HUC SKIRBALL CULTURAL CENTER"",""2701 N SEPULVEDA BLVD"",5)"
"(314717,LIC,Y,offsale,2140,""TRADER JOES 31"",""263 S LA BREA AVE"",5)"
"(315066,LIC,Y,offsale,2652.02,""STOP MARKET"",""958 GAYLEY AVE"",5)"
"(315107,LIC,Y,onsale,1920.01,LALAS,""7229 MELROSE AVE"",5)"
"(315674,LIC,Y,offsale,1395.02,""MR KOSHER MEAT MARKET"",""17922 VENTURA BLVD"",5)"
"(319564,LIC,Y,onsale,2149.02,""CAFE ANGELINO"",""8735 W 3RD ST"",5)"
"(321787,LIC,Y,onsale,2699.04,""IRISH TIMES THE"",""3267 MOTOR AVE"",5)"
"(323245,LIC,Y,onsale,1944.01,GARDELS,""7963 MELROSE AVE"",5)"
"(323620,LIC,Y,onsale,2148,""SHAH ABBAS RESTAURANTE"",""400 S SAN VICENTE BLVD"",5)"
"(324121,LIC,Y,onsale,2678,""HOP LI SEAFOOD RESTAURANT 2"",""10974 W PICO BLVD"",5)"
"(325427,LIC,Y,onsale,1414,""GIO CUCINA NAPOLETANA INC"",""15826 VENTURA BLVD UNIT M"",5)"
"(326004,LIC,Y,onsale,2671,""BLOOMINGDALES 28"",""10250 SANTA MONICA BLVD 2ND FL"",5)"
"(326093,LIC,Y,onsale,2657,""CARMINE TWO"",""10463 SANTA MONICA BLVD"",5)"
"(330339,LIC,Y,onsale,2170.01,""CARLYLE INN"",""1119 S ROBERTSON BLVD"",5)"
"(331414,LIC,Y,onsale,2146,""EL CARMEN"",""8138 W 3RD ST"",5)"
"(335122,LIC,Y,onsale,2678,""POQUITO MAS WEST LA"",""2215 WESTWOOD BLVD"",5)"
"(338998,APP,Y,offsale,1919.02,""99 CENTS ONLY STORE 84"",""852 N LA BREA AVE"",5)"
"(339572,LIC,Y,onsale,2679.02,""LOUISES TRATTORIA"",""10645 W PICO BLVD"",5)"
"(33958,LIC,Y,onsale,2147,""MOLLY MALONES IRISH"",""575 S FAIRFAX AVE"",5)"
"(342679,LIC,Y,offsale,2699.04,""FAIR MARKET"",""10458 NATIONAL BLVD"",5)"
"(34452,LIC,Y,onsale,2678,""WINE HOUSE THE"",""2311 COTNER AVE"",5)"
"(34452,LIC,Y,offsale,2678,""WINE HOUSE THE"",""2311 COTNER AVE"",5)"
"(344803,LIC,Y,offsale,1945,""BEVERLY PHARMACY"",""7909 BEVERLY BLVD"",5)"
"(344836,APP,Y,onsale,2149.02,""P F CHANGS"",""8500 BEVERLY BLVD 117 AND 119"",5)"
"(345084,LIC,Y,onsale,2652.02,""TANINO RISTORANTE"",""1043 WESTWOOD BLVD"",5)"
"(346699,LIC,Y,offsale,2679.01,""GELSONS MARKET"",""10250 SANTA MONICA BLVD"",5)"
"(346699,LIC,Y,onsale,2679.01,""GELSONS MARKET"",""10250 SANTA MONICA BLVD"",5)"
"(346699,LIC,Y,onsale,2679.01,""GELSONS MARKET"",""10250 SANTA MONICA BLVD"",5)"
"(348499,LIC,Y,onsale,2718.02,""BAMBOO RESTAURANT"",""10835 VENICE BLVD"",5)"
"(350812,LIC,Y,onsale,2678,""JAIPUR CUISINE OF INDIA"",""10916 W PICO BLVD"",5)"
"(351969,LIC,Y,onsale,1945,""KINGS ROAD CAFE"",""8361 BEVERLY BLVD"",5)"
"(353699,LIC,Y,onsale,1397.01,""MARIAS ITALIAN KITCHEN"",""16606-08 VENTURA BLVD"",5)"
"(354451,LIC,Y,offsale,2146,""APRO 2"",""7900 BEVERLY BLVD"",5)"
"(354451,APP,Y,offsale,2146,""APRO 2"",""7900 BEVERLY BLVD"",5)"
"(355887,LIC,Y,onsale,1944.02,""IMPROV THE"",""8162 MELROSE AVE"",5)"
"(356339,LIC,Y,onsale,2699.05,""GLORIAS CAFE"",""10227 VENICE BLVD"",5)"
"(360172,LIC,Y,onsale,2699.05,""NATALEE THAI"",""10101-03-05 VENICE BLVD"",5)"
"(360603,APP,Y,offsale,2655.2,""BRISTOL FARMS"",""1515 WESTWOOD BLVD"",5)"
"(360603,LIC,Y,offsale,2655.2,""BRISTOL FARMS"",""1515 WESTWOOD BLVD"",5)"
"(363318,LIC,Y,offsale,2718.02,""OVERLAND LIQUOR"",""3585 OVERLAND AVE"",5)"
"(363495,LIC,Y,onsale,2612,""FABROCINIS BEVERLY GLEN"",""2960 N BEVERLY GLEN CIR"",5)"
"(363948,LIC,Y,onsale,2655.1,""EMPORIUM THAI CUISINE"",""1275 WESTWOOD BLVD"",5)"
"(365005,LIC,Y,onsale,2655.2,""RESTAURANT HAMASAKU"",""11043-45 SANTA MONICA BLVD"",5)"
"(366317,LIC,Y,onsale,1944.01,""MAUROS CAFE RISTORANTE"",""8112 MELROSE AVE"",5)"
"(366484,LIC,Y,onsale,2148,""JOANS ON THIRD"",""8350 W 3RD ST"",5)"
"(366833,LIC,Y,offsale,2691,""CHARLIES KOSHER DELI"",""9124 W PICO BLVD"",5)"
"(368262,LIC,Y,onsale,2168,""MESSOB RESTAURANT"",""1041 S FAIRFAX AVE"",5)"
"(368269,LIC,Y,onsale,2672,""FEAST FROM THE EAST"",""1947-49 WESTWOOD BLVD"",5)"
"(368351,LIC,Y,onsale,2693,""JOHN OGROATS INC"",""10512 W PICO BLVD"",5)"
"(370507,LIC,Y,onsale,2701,""GOLDEN CHINA RESTAURANT"",""9018 W VENICE BLVD"",5)"
"(370858,LIC,Y,onsale,1944.01,MAXIM,""531 N FAIRFAX AVE"",5)"
"(371541,LIC,Y,onsale,2140,""ANGELINI OSTERIA"",""7313 BEVERLY BLVD"",5)"
"(373908,LIC,Y,onsale,2678,""GYU KAKU RESTAURANT"",""10925 W PICO BLVD"",5)"
"(374207,LIC,Y,onsale,2163,""WAHOOS FISH TACO"",""6258 WILSHIRE BLVD"",5)"
"(374660,LIC,Y,onsale,2701,CARBON,""9300 VENICE BLVD"",5)"
"(374905,LIC,Y,onsale,2699.05,""THAI ORIGINAL BBQ"",""10036 VENICE BLVD"",5)"
"(375506,APP,Y,offsale,2147,""99 CENTS ONLY STORE 41"",""6121 WILSHIRE BLVD"",5)"
"(376985,LIC,Y,onsale,2652.02,""GYPSY CAFE"",""940 BROXTON AVE"",5)"
"(377042,LIC,Y,onsale,2672,""SUSHI MASU"",""1911 WESTWOOD BLVD"",5)"
"(377504,LIC,Y,offsale,2717.02,""TRADER JOES 119"",""3456 S SEPULVEDA BLVD"",5)"
"(37855,LIC,Y,onsale,2140,""EL COYOTE CAFE"",""7312 BEVERLY BLVD"",5)"
"(379091,LIC,Y,onsale,2652.02,""GEFFEN PLAYHOUSE"",""10886 LE CONTE AVE"",5)"
"(381245,LIC,Y,onsale,2679.01,GULFSTREAM,""10250 SANTA MONICA BLVD"",5)"
"(381538,LIC,Y,offsale,2170.02,""BARGAIN CITY NUT HOUSE"",""8664 W PICO BLVD"",5)"
"(381538,APP,Y,offsale,2170.02,""BARGAIN CITY NUT HOUSE"",""8664 W PICO BLVD"",5)"
"(383686,LIC,Y,onsale,1396,""BUCA DI BEPPO"",""17500 VENTURA BLVD"",5)"
"(383686,APP,Y,onsale,1396,""BUCA DI BEPPO"",""17500 VENTURA BLVD"",5)"
"(384324,LIC,Y,offsale,2652.02,""WHOLE FOODS MARKET"",""1050 GAYLEY AVE"",5)"
"(384324,LIC,Y,onsale,2652.02,""WHOLE FOODS MARKET"",""1050 GAYLEY AVE"",5)"
"(384951,LIC,Y,onsale,2147,""JOHNNIES RESTAURANT"",""6101 WILSHIRE BLVD"",5)"
"(385517,LIC,Y,onsale,2699.04,""BOARDWALK 11"",""10433 NATIONAL BLVD"",5)"
"(386188,LIC,Y,onsale,1920.01,""BUNGALOW CLUB THE"",""7174 MELROSE AVE"",5)"
"(386676,LIC,Y,onsale,7004,PETROSSIAN,""321 N ROBERTSON BLVD"",5)"
"(386959,LIC,Y,onsale,2655.2,""SHAMSHIRI GRILL"",""1712 WESTWOOD BLVD"",5)"
"(388170,APP,Y,onsale,1944.02,KOI,""730 N LA CIENEGA BLVD"",5)"
"(388170,LIC,Y,onsale,1944.02,KOI,""730 N LA CIENEGA BLVD"",5)"
"(390198,LIC,Y,onsale,2655.1,""SPRAZZO CUCINA ITALIANA"",""1389 WESTWOOD BLVD"",5)"
"(395712,LIC,Y,offsale,1414,""WOODLEY MARKET"",""16060 VENTURA BLVD"",5)"
"(396038,LIC,Y,onsale,2612,""BEL AIR JAZZ CLUB"",""2930 N BEVERLY GLEN CIR"",5)"
"(396319,LIC,Y,onsale,1414,""COURTYARD BY MARRIOT"",""15433 VENTURA BLVD"",5)"
"(396661,LIC,Y,onsale,2144,""DIME THE"",""442 N FAIRFAX AVE"",5)"
"(396935,LIC,Y,onsale,2149.02,""CAFE BACARO"",""8636 W 3RD ST"",5)"
"(398638,LIC,Y,onsale,1396,""CHILIS GRILL BAR 876"",""17240 VENTURA BLVD"",5)"
"(398775,LIC,Y,offsale,1919.02,""QUAKER STATE LIQUOR"",""6901 MELROSE AVE"",5)"
"(399774,LIC,Y,onsale,1397.01,""EMILIOS TRATTORIA"",""16234 VENTURA BLVD"",5)"
"(400063,LIC,Y,onsale,1945,""SUSHI TIME"",""8103-1/2 BEVERLY BLVD"",5)"
"(400885,LIC,Y,offsale,2699.05,""BIG 7 LIQUOR"",""10217 VENICE BLVD"",5)"
"(401661,LIC,Y,onsale,2678,""LA SERENATA DE GARIBALDI"",""10924 W PICO BLVD"",5)"
"(401784,LIC,Y,onsale,7028.01,""YOKOHAMA SUSHI"",""3859 OVERLAND AVE"",5)"
"(402178,APP,Y,onsale,1396,""STAND THE"",""17000 VENTURA BLVD"",5)"
"(402178,LIC,Y,onsale,1396,""STAND THE"",""17000 VENTURA BLVD"",5)"
"(402933,LIC,Y,onsale,2678,""MARIAS ITALIAN KITCHEN"",""10761 W PICO BLVD"",5)"
"(402933,APP,Y,onsale,2678,""MARIAS ITALIAN KITCHEN"",""10761 W PICO BLVD"",5)"
"(403068,LIC,Y,onsale,1395.02,""PIZZA COOKERY THE"",""17976-78 VENTURA BLVD"",5)"
"(405063,LIC,Y,onsale,2678,""UPSTAIRS 2"",""2311 COTNER AVE"",5)"
"(406288,LIC,Y,offsale,2691,""SERVICE STATION OF THE STARS"",""9448 W PICO BLVD"",5)"
"(406880,LIC,Y,offsale,2170.02,""GLATT MART"",""8708 W PICO BLVD"",5)"
"(406880,APP,Y,onsale,2170.02,""GLATT MART"",""8708 W PICO BLVD"",5)"
"(407108,LIC,Y,offsale,2141,""RALPHS 39"",""260 S LA BREA AVE"",5)"
"(407108,LIC,Y,onsale,2141,""RALPHS 39"",""260 S LA BREA AVE"",5)"
"(407110,LIC,Y,onsale,2671,""RALPHS 156"",""10309 W OLYMPIC BLVD"",5)"
"(407110,LIC,Y,offsale,2671,""RALPHS 156"",""10309 W OLYMPIC BLVD"",5)"
"(407113,APP,Y,onsale,2691,""RALPHS 198"",""9616 W PICO BLVD"",5)"
"(407113,LIC,Y,offsale,2691,""RALPHS 198"",""9616 W PICO BLVD"",5)"
"(407118,LIC,Y,offsale,2652.02,""RALPHS 759"",""10861 WEYBURN AVE"",5)"
"(407118,LIC,Y,onsale,2652.02,""RALPHS 759"",""10861 WEYBURN AVE"",5)"
"(407118,LIC,Y,onsale,2652.02,""RALPHS 759"",""10861 WEYBURN AVE"",5)"
"(407280,APP,Y,onsale,2652.02,""NAPA VALLEY GRILLE"",""1100 GLENDON AVE"",5)"
"(407280,LIC,Y,onsale,2652.02,""NAPA VALLEY GRILLE"",""1100 GLENDON AVE"",5)"
"(407389,LIC,Y,onsale,1395.02,""RALPHS 6"",""17840 VENTURA BLVD"",5)"
"(407389,LIC,Y,offsale,1395.02,""RALPHS 6"",""17840 VENTURA BLVD"",5)"
"(407401,LIC,Y,offsale,1397.01,""RALPHS 219"",""16325 VENTURA BLVD"",5)"
"(407864,APP,Y,onsale,7004,""GREYSTONE MANOR"",""643 N LA CIENEGA BLVD"",5)"
"(407864,LIC,Y,onsale,7004,NIGHTINGALE,""643 N LA CIENEGA BLVD"",5)"
"(408175,LIC,Y,offsale,2691,""PICO GLATT MART"",""9427 W PICO BLVD"",5)"
"(408497,LIC,Y,onsale,1397.01,""SUSHI KATSU-YA"",""16542 VENTURA BLVD"",5)"
"(40862,LIC,Y,onsale,1397.01,BENIHANA,""16226 VENTURA BLVD"",5)"
"(409005,LIC,Y,onsale,2164.01,""NATALEE THAI CUISINE"",""998 S ROBERTSON BLVD"",5)"
"(409635,LIC,Y,onsale,1397.01,""A&I RESTAURANT INC"",""16358 VENTURA BLVD"",5)"
"(411188,LIC,Y,offsale,2718.02,""CHAMPION LIQUOR"",""10891 VENICE BLVD"",5)"
"(412484,LIC,Y,onsale,1945,JAR,""8223-25 BEVERLY BLVD"",5)"
"(414279,LIC,Y,offsale,2657,""BOBS WINE BAR"",""10421 SANTA MONICA BLVD"",5)"
"(414341,LIC,Y,onsale,2679.02,""COURTYARD BY MARRIOTT CENTURY CITY"",""10320 W OLYMPIC BLVD"",5)"
"(416019,LIC,Y,onsale,2678,""CHILI THAI"",""10889 W PICO BLVD"",5)"
"(416559,LIC,Y,offsale,1395.03,""KOSHER PLACE"",""17977 VENTURA BLVD"",5)"
"(417512,LIC,Y,onsale,2699.04,""MAMAS MOTOR PIZZA"",""3311 MOTOR AVE"",5)"
"(417608,LIC,Y,onsale,2146,""FARMERS DAUGHTER HOTEL"",""115 S FAIRFAX AVE"",5)"
"(419052,LIC,Y,onsale,1945,""VEGAN GLORY"",""8393 BEVERLY BLVD"",5)"
"(420249,LIC,Y,onsale,2691,""RESIDENCE INN"",""1177 S BEVERLY DR"",5)"
"(420465,APP,Y,onsale,2149.02,""CALIFORNIA PIZZA KITCHEN"",""8500 BEVERLY BLVD"",5)"
"(420475,APP,Y,onsale,2652.02,""CALIFORNIA PIZZA KITCHEN"",""1001 BROXTON AVE"",5)"
"(420475,LIC,Y,onsale,2652.02,""CALIFORNIA PIZZA KITCHEN"",""1001 BROXTON AVE"",5)"
"(420502,LIC,Y,onsale,1397.01,""CALIFORNIA PIZZA KITCHEN"",""16101 VENTURA BLVD"",5)"
"(420502,APP,Y,onsale,1397.01,""CALIFORNIA PIZZA KITCHEN"",""16101 VENTURA BLVD"",5)"
"(421014,LIC,Y,offsale,2672,""7 ELEVEN STORE 2173 16114B"",""10834 SANTA MONICA BLVD"",5)"
"(421244,LIC,Y,onsale,2678,""BOSSA NOVA"",""10982 W PICO BLVD"",5)"
"(421396,LIC,Y,onsale,7004,TASTE,""8454 MELROSE AVE"",5)"
"(421869,LIC,Y,offsale,1395.04,""7 ELEVEN STORE 2136 16464G"",""5120 ZELZAH AVE"",5)"
"(422007,LIC,Y,onsale,2652.02,AMI,""1051 BROXTON AVE"",5)"
"(42269,LIC,Y,onsale,2653.01,""UCLA FACULTY CENTER"",""405 HILGARD AVE"",5)"
"(423111,LIC,Y,offsale,2148,""ST REGIS LIQUOR STORE"",""8401 W 3RD ST"",5)"
"(423186,LIC,Y,onsale,2655.1,""POMODORO TRATTORIA"",""1393 WESTWOOD BLVD"",5)"
"(427395,LIC,Y,offsale,2622,""ZUBEDAS MINI MARKET"",""1253 W SEPULVEDA BLVD"",5)"
"(427402,LIC,Y,onsale,1944.02,""ASAKUMA RICE RESTAURANT"",""848 N LA CIENEGA BLVD"",5)"
"(427495,LIC,Y,onsale,2612,""SHU SUSHI HOUSE UNICO"",""2932-1/2 BEVERLY GLEN CIR"",5)"
"(427495,APP,Y,onsale,2612,""SHU SUSHI HOUSE UNICO"",""2932-1/2 BEVERLY GLEN CIR"",5)"
"(432252,LIC,Y,offsale,2717.01,""WESTWOOD CHEVRON"",""10815 NATIONAL BLVD"",5)"
"(432370,LIC,Y,offsale,2679.01,""HYATT REGENCY CENTURY PLAZA"",""2025 AVENUE OF THE STARS"",5)"
"(432370,LIC,Y,onsale,2679.01,""HYATT REGENCY CENTURY PLAZA"",""2025 AVENUE OF THE STARS"",5)"
"(432772,LIC,Y,offsale,1395.03,""ENCINO PARK LIQUOR"",""18001 VENTURA BLVD"",5)"
"(433129,LIC,Y,onsale,2678,""MATTEOS ITALIAN RESTAURANT INC"",""2319-21 WESTWOOD BLVD"",5)"
"(433251,LIC,Y,offsale,2718.02,""EL CAMAGUEY"",""10925 VENICE BLVD"",5)"
"(433857,LIC,Y,onsale,1919.02,"""",""641 N HIGHLAND AVE"",5)"
"(433870,LIC,Y,onsale,1919.02,""OSTERIA MOZZA"",""6600-02 MELROSE AVE"",5)"
"(434732,LIC,Y,onsale,1920.02,""VIENNA CAFE"",""7356-7356-1/2 MELROSE AVE"",5)"
"(434839,LIC,Y,onsale,2718.02,""OLDFIELD'S LIQUOR ROOM"",""10899 VENICE BLVD"",5)"
"(435679,LIC,Y,onsale,1920.02,""VILLAGE IDIOT THE"",""7383 MELROSE AVE"",5)"
"(436323,LIC,Y,onsale,2691,""TOWER BEVERLY HILL THE"",""1224 BEVERWIL DR"",5)"
"(438422,LIC,Y,onsale,2679.01,""CUVEE 2"",""2000 AVE OF THE STARS"",5)"
"(439864,LIC,Y,offsale,2148,""AOC WINES"",""554 S SAN VICENTE BLVD"",5)"
"(439864,LIC,Y,nonretail,2148,""AOC WINES"",""554 S SAN VICENTE BLVD"",5)"
"(442155,LIC,Y,onsale,2671,BREADBAR,""10250 SANTA MONICA BLVD"",5)"
"(442542,LIC,Y,onsale,2148,""IZAKA-YA BY KATSU-YA"",""8420 W 3RD ST"",5)"
"(442735,LIC,Y,nonretail,2679.01,TERRAVINO,""1801 AVE OF THE STARS"",5)"
"(442737,LIC,Y,offsale,1397.01,""RUBIO GROCERY & LIQUOR"",""16573 VENTURA BLVD"",5)"
"(443138,LIC,Y,onsale,2679.01,""STAND THE"",""2000 AVE OF THE STARS"",5)"
"(444143,LIC,Y,onsale,1396,""CORAL TREE CAFE"",""17499 VENTURA BLVD"",5)"
"(444904,LIC,Y,onsale,2691,""KOLAH FARANGI INC"",""9180 W PICO BLVD"",5)"
"(445166,LIC,Y,onsale,2678,""GULP BREW CO"",""10928-30 W PICO BLVD"",5)"
"(446001,LIC,Y,onsale,1919.02,""ANARKALI INDIAN RESTAURANT"",""7013 MELROSE AVE"",5)"
"(446480,LIC,Y,onsale,2140,""CAFE VERONA"",""201 S LA BREA AVE"",5)"
"(446525,APP,Y,onsale,1397.01,""BOCCA STEAK HOUSE"",""16610 VENTURA BLVD"",5)"
"(44768,LIC,Y,offsale,2698,""VONS 2100"",""9860 NATIONAL BLVD"",5)"
"(448772,LIC,Y,onsale,2146,""BAO DIM SUM HOUSE"",""8256 BEVERLY BLVD"",5)"
"(449329,LIC,Y,onsale,2679.01,""HOTEL INTERCONTINENTAL LOS ANGELES CENTURY CITY"",""2151 AVENUE OF THE STARS"",5)"
"(450351,LIC,Y,onsale,2717.01,""NIKO NIKO SUSHI"",""10839 NATIONAL BLVD"",5)"
"(450976,LIC,Y,onsale,1920.01,""PIZZA ROMANA"",""615 N LA BREA AVE"",5)"
"(451024,APP,Y,onsale,2678,""THE LANDMARK"",""10850 W PICO BLVD"",5)"
"(451222,LIC,Y,onsale,2679.01,CRAFT,""10100 CONSTELLATION BLVD"",5)"
"(451261,LIC,Y,onsale,1945,""ELAN HOTEL MODERN"",""8435 BEVERLY BLVD"",5)"
"(451455,LIC,Y,onsale,2149.02,""PQ ROBERTSON INC"",""320 S ROBERTSON BLVD"",5)"
"(451664,LIC,Y,onsale,2621,""HOTEL BEL AIR"",""701 STONE CANYON RD"",5)"
"(452975,LIC,Y,onsale,2671,""ROCK SUGAR PAN ASIAN KITCHEN"",""10250 SANTA MONICA BLVD"",5)"
"(454575,LIC,Y,onsale,2656.02,""HOTEL PALOMAR LOS ANGELES WESTWOOD"",""10740 WILSHIRE BLVD"",5)"
"(454575,APP,Y,onsale,2656.02,""HOTEL PALOMAR LOS ANGELES WESTWOOD"",""10740 WILSHIRE BLVD"",5)"
"(456419,APP,Y,offsale,2699.05,""SMART & FINAL 330"",""10113 VENICE BLVD"",5)"
"(456419,LIC,Y,offsale,2699.05,""SMART & FINAL 330"",""10113 VENICE BLVD"",5)"
"(456425,APP,Y,offsale,2678,""SMART & FINAL 395"",""11221 W PICO BLVD"",5)"
"(456425,LIC,Y,offsale,2678,""SMART & FINAL 395"",""11221 W PICO BLVD"",5)"
"(456528,LIC,Y,offsale,1397.01,""SMART & FINAL 477"",""16847 VENTURA BLVD"",5)"
"(456528,APP,Y,offsale,1397.01,""SMART & FINAL 477"",""16847 VENTURA BLVD"",5)"
"(457154,LIC,Y,offsale,2672,""WINE MERCHANT THE"",""1913 PONTIUS AVE"",5)"
"(457328,LIC,Y,offsale,2163,""LE CHATEAU WINE & SPIRITS"",""6252 WILSHIRE BLVD"",5)"
"(457532,LIC,Y,offsale,2679.02,""FOOD LA LLC"",""10571 W PICO BLVD"",5)"
"(458560,LIC,Y,offsale,1396,""RASPUTIN INTERNATIONAL FOOD CO"",""17159 VENTURA BLVD"",5)"
"(460318,LIC,Y,onsale,2691,""YEN SUSHI & SAKE BAR"",""9618 W PICO BLVD"",5)"
"(461084,LIC,Y,onsale,2622,""BEL AIR BAR AND GRILL"",""662 N SEPULVEDA BLVD"",5)"
"(461589,LIC,Y,onsale,2678,""SKY HOTEL"",""2352 WESTWOOD BLVD"",5)"
"(461952,LIC,Y,offsale,1395.03,""C & C LIQUOR"",""18089 VENTURA BLVD"",5)"
"(462615,LIC,Y,onsale,1397.01,""LARSENS STEAKHOUSE"",""16101 VENTURA BLVD"",5)"
"(46319,LIC,Y,onsale,1945,""CANTERS FAIRFAX"",""417-21 N FAIRFAX AVE"",5)"
